,comment
4415,설렌다 연하남....
4416,잘생긴 얼굴은 아닌데 매력있어..흑흑
4417,숨멎...자야는데
4418,검블유가 끝나서 볼 드라마가 없어짐...
4419,"어머어머어머 뭐야?ㅋㅋㅋㅋ
왜저렇게 우서?ㅋㅋㅋㅋㅋ 어멐ㅋㅋ참낰ㅋㅋㅋㅋ
머릿속에서 저그만벗기세요? 어머?"
4420,대낮부터 설레고 불끈해버림 크으으으.....
4421,
4422,와 이건.....여자야동인듯....판타지 다 충족
4423,JONNA SIBAL 이거 미쳤다....
4424,증말 미친드라마야 ㅎㅎㅎㅎ
4425,"엘레베이터에서 장기용 표정 눈빛 목소리
하.................하....오르가즘 느껴진다"
4426,조타.....
4427,엘베 문열릴때 꺄~~~~~
4428,아하 여자가 남자를 보는 시선의 흐름은 저렇군..
4429,ギヨンさんキスシーン上手サイコウ
4430,와 장기용 뜰줄얄았다
4431,28살이 저리 의젓하긴 힘든데
4432,쥑이네요..
4433,크으ㅡㅡ조으타
4434,목소리 미쳤다
4435,저렇게 진심으로 들이대면 거절하기 힘들지...
4436,역시 여자는 돈많고 능력있어야 어리고 예쁜 미남을 얻는법
4437,방해 다시켜놓고 방해되는거같아서 뭐야 ㅋㅋㅋㅋㅋ
4438,2:15 세상에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4439,Sizzling scene with nothing happening  actor very handsome
4440,4.7m views jang kiyoung seriously  ?!?!!?
4441,애기 소지섭 느낌.  너무 귀여운데 섹시.  모건. 그러고 보니 소지섭. 임수정 데뷔작 미안하다 사랑한다  같이 찍었네. ㅋㅋㅋㅋ
4442,Give me the name of this drama NOW 
4443,오늘부터 정주행한다.
4444,dizinin adı ne:)
4445,English translation please thanks
4446,1:45 she is devouring him with her eyes
4447,저런 연하 만나고싶다....
4448,나 장기용사랑하는구나...
4449,미쳤다 ...  가지말까요? ㅋㅋㅋㅋㅋㅋ
4450,미첬음 검블유  정주행간다 ㅎㅎ
4451,자막 오졌다○□○ㅋㅋㅋㅋㅋㅋㅋㅋ
4452,Nice drama love...he is looks very awesome
4453,와 시부럴 뭐여 이게...
4454,장가용️️️
4455,이거 본다고 숨쉬는거 까먹었다..
4456,I like the song played on the last part of the video. Could somebody help me out what's the title of that song?
4457,We're all Tammy... at least just as thirsty as XD
4458,ㅋㅋㅋㅋ 이런 드라만지 모르고 안봤네 ㅋㅋ
4459,자막이 너무 내마음이야 ㅜㅜ
4460,와...진짜 셔츠핏 어쩔거야....나 미쳐.....
4461,English subs please 
4462,저렇게 반듯하게 생긴 남자가 야하기까지..ㅋㅋㅋ
4463,여자들이무슨생각하는지.. 배워야하는데 큰일났네..
4464,임수정은 그래도 공유랑 사귀어 봤었잖아 ㅠㅠ
4465,he seems like a hwasa twin!
4466,모건이가 어장에 있는 물고기가 될수있는이유: 전남친이 이동욱임 풉키풉키
4467,가지말까요 우와.. 진짜 우와ㅠㅠㅠㅠㅠ
4468,장기용♡♡♡
4469,와 카메라 변태 너무 좋네
4470,여혐인데 임수정은 너무 좋앙 ㅎㅎ
4471,I want English subtitles to understand better. It's nice but I don't get wordings.
4472,ㅌㅅㅋㅅㅋㅅㅋㅅㅋㅆㅅㅋㅅㅋㅅㅋㅆㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋ 미치겠당ㄱ ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅅ쿄툐텨텨텨탸텨
4473,시발 존나 조타 오그라들고뭐고 그냥 좋다
4474,졸라 섹시함 ㅋㅋㅋㅋ 개쩜
4475,잘어울려요.
4476,카메라 감독님? 어쩜  고맙습니다 
4477,남자들은 성욕으로 성범죄 저지르는것도 남자는 그럴수 있다 거리는 놈들이 많은데. 여자의 성욕은 죄악시 하는 사회....
4478,저 미모면.. 바로 퇴근.. 우리집으로 납치.. ㅋㅋ
4479,검블유랑 비슷한 드라마 추천좀요.......검블유에 미쳐사는 1인........
4480,보고보고보고 또 보고 계속 보는 중입니다
4481,ㅋㅋㅋ 기욥다
4482,"Special episode,please ;)"
4483,"Name of this drama , and english sub please"
4484,저런 28도 없고 저런 38도 없지..
4485,박모건 사랑해 장기용 사랑해
4486,피부 까만데 멋있는건 민호형 다음인거같누
4487,"아 이영상 편집자님 누구세요??
진짜 편집자님 맘=내맘"
4488,임수정 복 터졋네 ㅠ 개부럽
4489,Does this drama have a sad ending? I don't really mind spoilers.
4490,하...장기용 개좋아 (험한말)
4491,근데 저렇게 의젓한 연하 또 그렇게 막 없진 않음 ㅋㅋㅋㅋ
4492,들어갈게 조심해서가 하면서 왜안들어가는데 응???? 하 진짜 사람 미취게하네 ㅠㅠㅠㅠㅠ
4493,키스신 넘 좋은데 화면 필터땜에 모건이 황달같음ㅜㅜㅜ
4494,아 이런 거 보여주시면 좋아하실 줄 알았나요?;ㅋㅋ그렇다면 아주 크나큰 오예입니다
4495,Nombre del drama search www
4496,하.. 장기용 진짜 갖고싶다️️️
4497,ㅇㄴㅌㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋ카메라 너무 리얼하잔어
4498,같이가 데려다줄게ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4499,저기 장기용 판매안하나요???어디가면 구할수있어요???ㅠㅠ
4500,아 쉬바 졸라좋아..
4501,Put english subtitles also
4502,드라마를 너무 드라마화함 이 드라마
4503,"썸네일 미쳐따,,,,,,,,,"
4504,ㅁㅊ.....나 이드라마 왜 이제알았냐
4505,핳...진짜 신세계다...
4506,대미친........................................ 당장 봐야겠다
4507,대사 죽인다 맨날 여자한테 하는 것처럼 남자도 성적대상화 해야지 그래야 볼 맛 나지
4508,"장기용 머리 제발 까주세요
내리는거 아니야"
4509,아놔 왜 내입술이 마중나오는건데 화면에 비친 내얼굴 현타오지네ㅠ
4510,She's burning up.......that desire is too much for her lol
4511,"잘생긴하현우같다ㅋㅋ
대사치다가 갑자기 예아아아아아 뛰어!!!!!!!할꺼같음ㅋㅋ"
4512,ㅋㅋㅋㅋㅋ 카메라 훑는거 보소 ㅋㅋ
4513,와 ㅈㄴ 설레
4514,허... 요걸 다 모아주셨어..... ^^!!
4515,시즌2 언제하는데 그래서ㅠ
4516,저런남자 한명더 없나요 내가 가지게.
4517,"장기용이라면 바빠도 안바쁘다고 할거야^^
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅎ ㅏ 기다려 기다려 언제든 기다려 미췬.. 안기다리면 머리채잡고 키갈해버릴라"
4518,اسم المسلسل 
4519,으앙 변태 된 것 같애 ㅠ 너무 좋아ㅠㅜㅜㅜ
4520,아 마지막에 키스씬 왜 다음 영상까지 가려요 ㅜㅜㅜㅜ
4521,8:10 미친 이라는 소리가 육성으로 나왔다
4522,남주먼가 잘생긴 이진호같음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇ
4523,아니 제발 맨 마지막 뽀뽀하는데 왜 가려ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ제발류ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
4524,와 씨.. 가지말까요?????? 미쳤네 미쳤어
4525,나 배고프냐? 침이 왜케 나와...
4526,장기용 요듬에 나 씹어먹네 아까도 본방사수했는데
4527,가지말까요? 여기가 내 무덤이구나 ..
4528,발에서 허리까지 가는데 오래걸리는거 처음보내
4529,Qual o nome do drama ??
4530,어떠케 이러케 내가딱 원하는컷들만 모앗댘ㅋㅋㅋ개신기한켘ㅋㅋㅋㅋㅋㅋ
4531,존재만으로 방해되는거 맞네요ㅠㅠ
4532,가지마가 아니라 가지말까요? 짜릿해...
4533,이 드라마를 안 본 제가 너무 한심하네요
4534,아저씨의 장기용과 너무 다름..
4535,He is hot af
4536,왜 갑자기 셔츠위로 물을 뿌리고 싶냐
4537,아휴 진짜 하도 봐서 대사 외울판
4538,아...여자가 남자 옷을 벗긴다고....ㅋㅋㅋ
4539,ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 카메라 왜그러냐고 제발 진정좀 하지말고 계속해줘 므흣
4540,남녀가 바꼈다면..? 이것도 한 10년후 다시보면 또 다를듯
4541,아 자막 주접킹ㅋㅋㅋㅋㅋㅋㅋㅋ
4542,미쳤어 어머~ 야해 벗지도안는데 그냥 야해 모건이 ㅜㅜ
4543,드라마긴한데 남녀바꼇으면 진짜 ㅎㄷㄷ
4544,Bikin shock 
4545,I love kim soo jun
4546,카메라 무빙보소ㅋㅋ
4547,가지말까요? 와....ㅠㅠㅜㅜㅠ
4548,존나섹시하다 미친
4549,"이 드라마를 최근에야 봤습니다.
네..  잘못했습니다. 몰라봐서.."
4550,산소호흡기..........산소호흡기좀......
4551,My park morgan
4552,저 치마 잘 어울리고 예쁘다
4553,"how she observing his body , she is so high hormone"
4554,"카메라 시선 = 내시선
미치겠다 광대가 올라가서 내려오질않네"
4555,아니 ㅠㅠ 저기요ㅠㅠ 헝ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 어쩌지.... 너무 멋있음
4556,8:11 미쳤다....
4557,"morgun은 물건이야,,,"
4558,씨발 ㅠㅠㅠㅠㅠㅠ 가지말까요 라니 ㅠㅠㅠㅠㅠ 나 죽어 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
4559,아니! 저 목소리 뭐람?!?!?!? 찌릿찌릿햏ㅎㅎㅎㅎㅎ
4560,넘 섹시해. 나도 나쁜 생각 드네요 
4561,마지막화인가요?
4562,0:23 내 표정도 이런줄 알았는데. 내 표정 쥰내 변태스럽게 웃고있었음.
4563,나 절대 연하 쳐다도안보는 연상판데 오늘부터 연하ㄱ
4564,연출ᆞ감독 변태♡
4565,님들 임수정님 지금 연기 아닌 거 같은데요??
4566,이거 볼때 엄마 아빠랑 같이보다가 강제로 화장실 가서 똥쌈...
4567,What's name this Drama ? 
4568,OMOOOOO  **heavy breathing
4569,저렇게 나이들어 보인 남친... ㅇ ㅏ.. 우리 남표니 있네요
4570,사람 잡을 때 블러처리 되는거 아이폰 인물모드 초점 잘못 맞춘거 같음
4571,More episode plzzzzz
4572,그냥 만날때마다 새롭게 만나자야 뭐가 그렇게 어렵냐 ^^
4573,"Es la misma casa de Goblin, cierto? "
4574,와 저런남자 ㅠ 드라마에만 있다 ㅠ
4575,가지말ㄲ여ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
4576,아씨 내가 이거 보다 현자타임 오면 너무 빡친다.ㅋㅋㅋㅋㅋㅋ 무의식적으로 입꼬리 올라가있고 하..씨
4577,"대부분의 드라마 작가가 여성이고 여성들이 꿈꾸는 모습으로 남자를 그린 드라마가 넘치고 남자들 죄다 재벌에 키다리 아저씨처럼 만든 드라마가 넘치는데 무슨...
좋은드라마를 그냥 좋은드리마로 보세요들 그놈의 성별타령에 끼워맞추지 않았으면"
4578,솔직히 오에스티도 한 몫함 ㅋ
4579,Title plz..in eng
4580,아 검블유 봐야겄네
4581,아약간 이런거좋음ㅋㅌㅌㅌㅋㅌㅌㅋㅋㅌㅌ여자가 존나 홀리는겈ㅌㅌㅋㅌㅌㅌㅋㅋㅋ
4582,Nome drama??
4583,Can someone please type the name of the show in english
4584,아 씹 개판타지 와 씨 내가 무슨 부귀영화를 누리겠다고 이걸 보고
4585,매우 귀여운 사랑
4586,Do you guys like my new hair style?  I think it rocks .
4587,8:12 가지말까요 흐아 미쳤다고 ㅠㅠ
4588,"What up with your hair. It makes you look older.
...and that makes me feel a certain type of way.






"
4589,ㅋㅋㅋ남자가 봐도 잘생겼어~ ㅋㅋ카메라 뭔데~~~?ㅋㅋㅋ
4590,Subtitles please
4591,섹시해 엉엉
4592,행복감 충만하다
4593,너 그러고 나다니면 ㅋㅋㅋㅋㅋㅋㅋㅋ
4594,"머릿속에서 저 그만 벗기세요
왜 그럼 안돼?
그럼 나도 해요?"
4595,남자가 봐도 인정합니다.
4596,싀발 존나좋아요
4597,아진짜 장기용 연기가.. 좀만 더 잘했으면ㅜ 싶다 아쉽다
4598,잘밤에 미쳤다고 이걸봐서...허벅지 찌르면서 자야겠
4599,이 드라마 내가 본다 진짜!!!! 안되겠다
4600,근데 타미 사무실 예전에 도깨비네 집 아님?  근데 이 드라마도 장르가 판타지인가요?
4601,아.... 난 왜 느끼해 죽을꺼같지... 쉬바
4602,"모건 멋져  타미 똑소리 나는 너 최고 이기에 
박모건 이 이쁘게 본것이고
사랑 으로 발전헌것인데 오늘. ..피아노선생 모건 동창 이 왜?
마음에 걸 리는지"
4603,잘생긴 남자는 보물임 남자는 섹시해야지 호호호
4604,오우..ㅇ....이 바디 라인이 ....ㅇ.아주...오어....쒝시해
4605,Он такой секси.️
4606,好看
4607,저 남자분 약간 권현빈 닮은ㅁ
4608,8:12 오아어어어어어 ㅠㅠ 수박수박핵설레️
4609,미치겠어 저세상미모야
4610,name of the drama? please
4611,미쳤네....
4612,20년도 더 전에 황신혜와 유동근이 연애를 했던 드라마가 생각났다.보다가ㅡ
4613,아니 자막 미쳤나봐 님왤케 잘써요? 아네존나웃기네 아니자막왜이래 자막이제일웃겨 아진짜자막만모아보고싶을정도로웃기네 아진짜어이없네
4614,"장기용 극중이름이 내가 가장 싫어하는 사람과 이름이 같아서 안 보려고 하는데 하는데 하는데....ㅠㅠ
안 볼수가 없어"
4615,나대지마라 심장아
4616,목소리 도랏..
4617,2:00 아니...개깢짝놀랐다고...미안해 너무 찔리네....
4618,이게 뭐냐 함 봐야겠네ㅋㅋㅋ카메라 왜 저럼ㅋㅋㅋ
4619,가지말까요래 띠바..........
4620,연애때도 저런남자 없었어 ㅋㅋ 판타지네
4621,뭐야...너무섹시해...
4622,8:11 눈빛봐...
4623,자막이 다했네 ㅎㅎ
4624,7:43 개씹미친 시볼 무슨 영화 한 장면임 아니 그냥 애네 결혼 했으면 좋겠네
4625,몇회까지했어요 지금??
4626,Women have desires too. ️
4627,저도 머릿속에서 벗기는거 그만하고 싶은데 방법좀 알려주세요ㅈㅂ
4628,ㅠㅠㅠㅠㅠ
4629,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 여기선 박모건한테 치이고 저기선 설지환 한테 치이고 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
4630,가지말까요? 윽..무너짐
4631,잘생겨보여ㅋㅋ
4632,이 드라마는 카메라 김독님께 상 줘야 함 개 야해
4633,게임끝남 검블유입덕에서 못나옴
4634,카메라가...훓터?ㅋㅋㅋㅋㅋ
4635,이 드라마 이름이 뭐죠그래서?
4636,넷플릭스랑 언제 계약할게야!!!!!!!!!!!
4637,
4638,Quién es el actor?
4639,0:40 카메라 구도 개변태같엌ㅋㅋㅋㅋㅋㅋㅋ
4640,아니자막 누가쓴겨 ㅋㅋㅋㅋ환장하겟네
4641,뭐 15초짜리 광고도 아니고ㅋㅋ눈을 못떼것네ㅋㅋ한시간짜리 CF를 찍어놨어ㅋ
4642,.....장기용목소리진짜....하.......후......
4643,2 years still no sub lol
4644,판타지 드라마야 그냥ㅋㅋㅎㅋㅎㅋ
4645,세상에마상에.............................................
4646,What’s the name of this drama?
4647,눈비츄ㅠㅠㅠㅠㅠㅠ
4648,페미들을 위한 드라마...여자들이 회장 사장 임원 30대 후반에 20대 후반 존 잘 능력 있는 남자 만나는...
4649,2:15 박모건... 이게 더 좋아
4650,존나 sm 당하고 싶다... ㅠ
4651,"I'm the English content u are looking for 
Hey nice to meet u"
4652,좋아요 마흔여덟육만번 누를 수 있는 기능은 없나요?? 진짜 너무 좋아....ㅠㅠㅠㅠ
4653,Mmm he is fine tho
4654,셔츠 안에 암 것도 안 입은 건가??
4655,Só digo uma coisa kkkk nem guindaste  nem guindaste me tirava de cima desse homem
4656,Name. Drama pls. 
4657,8:19 이때 엘리베이터나오다가 문닫혀서 끼이면 크흠 ..
4658,어홐ㅋ후ㅋㅇㅋ..ㅋㅋ
4659,시발 개존좋이자너
4660,하얀 셔츠 야해♡
4661,6:55 와 입술 바르르떠는것도 연긴가....
4662,기용님.... ㅠ 사랑해... 웅..
4663,테라가 게임으로서 좋긴해여 근데 로그아읏이랑 탈퇴버튼이 없음 ^^
4664,악ㅜㅜㅠㅠㅠㅡㅡㅜㅠㅠㅜㅜㅜ장기용ㅠ뉴누ㅡㅡㅜㅠㅠㅠ
4665,가지말까요?.....하아...
4666,8:12 미쳤네..
4667,Title of song? 8:19?
4668,"8:22 

키스시작"
4669,ㅇ히힣힠 존나조졌다 힣힣
4670,미쳤....
4671,흐뉴아냐아아뇨오아아흫
4672,남자 눈빛이 부드럽지가 않고 약간 악역의 눈빛으로 느껴지는건 저만 그런 건가요?
4673,잘생기면 당연 뚫어져라 훑지..하..
4674,2019.9월 손
4675,키스신 하나 볼려고 8분을 다보게되네;;
4676,적극 추천합니다 오예
4677,가지말까요? 하.....
4678,I wish I understand Korean
4679,페미드라마에 남자가 달려드는 키스신이 나오는게 좀 아쉽. 여전히 수동적인 존재가 되려하는것같음.
4680,가지말까요 진짜 개쌉레전드두ㅜㅇ우이
4681,"네~
ㅈㅔ 머리속 벗겨주세요.^^"
4682,Sooooo...hot️️️
4683,다 좋은데 키스씬 임수정 나무인줄 ㅠㅠ
4684,Jang Ki Yong
4685,Как називается этот сериал
4686,와 나 왜 이걸 안봤냐 왜 이제야 ..하
4687,이 남배우 처음보는데 좀 느끼한데?...ㅋ
4688,"가지 말까요??
아니 내려가는 길에  음식물쓰레기 좀 가져가"
4689,이 키스 장면 다음이 쥑이는데..씁 하..
4690,Hah️️️
4691,
4692,미친ㅋㅋ..
4693,아놔 이드라마머냐...
4694,카감 배운 변태..(코쓱)
4695,️park Morgan 
4696,숨막힌다 ~~~~~
4697,The English comment you're looking for...
4698,꺄아아아아아아ㅋㅋㅋ
4699,Whats d title of this drama
4700,가지 말까요?
4701,댓글에서 사람들이랑  주접떠는게 젤 재밌더랑 킼킼ㅋㅋㅋㅋ킼ㅋㅋ키ㅣㅋㅋㅋ
4702,와 진짜 와 아 내가 오늘 누울 곳은 여기구나 와
